,durations_peak_amp
317,13.924237919090906
318,7.459999999999994
319,14.484413711372902
320,1.6199999999999974
321,2.3273354877262618
322,5.580000000000005
323,11.102099960057554
324,11.75
325,12.603083864647033
326,4.199999999999996
327,6.148473851268049
328,16.739999999999995
329,28.415796782951794
330,6.299999999999997
331,9.920793218938803
332,13.260000000000005
333,17.901238393937778
334,10.509999999999991
335,20.388818719654427
336,11.64
337,13.970714400411067
338,6.410000000000011
339,9.919109343960853
340,7.319999999999993
341,8.453599670303383
342,29.819999999999993
343,43.08030273770089
344,15.489999999999995
345,16.768612729917304
346,13.599999999999994
347,15.937851140371263
348,8.839999999999996
349,11.736656653806884
350,4.8799999999999955
351,8.452093159493252
352,4.730000000000004
353,5.672207882884963
354,8.950000000000003
355,15.504912703137101
356,11.21
357,15.833945939973901
358,12.829999999999998
359,19.597192396890335
360,5.649999999999999
361,10.223625428147708
362,8.400000000000006
363,9.87039320571544
364,23.019999999999996
365,38.34798010906561
366,4.599999999999994
367,7.348500210662673
368,9.79
369,16.79344144878436
370,13.819999999999993
371,18.530780008376073
372,16.14
373,16.786049491240213
374,21.120000000000005
375,26.82026830808385
376,6.93
377,10.070418384597716
378,14.219999999999992
379,18.00542075623623
380,15.61999999999999
381,25.49682843648086
382,7.070000000000007
383,8.540130775662446
384,14.880000000000003
385,24.66391029201418
386,5.350000000000001
387,7.101029285961255
388,13.659999999999997
389,25.816999579801507
390,6.07
391,7.760036166285185
392,12.149999999999991
393,16.56577921119141
394,18.17
395,34.175626117506404
396,8.509999999999998
397,11.258563667027953
398,13.25
399,17.60613310302213
400,3.0
401,5.6507954219186445
402,7.539999999999999
403,12.227660629313187
404,4.090000000000003
405,4.15926704825568
406,9.899999999999999
407,12.39576895118394
408,9.700000000000003
409,19.020990948001355
410,11.730000000000004
411,15.079918488853746
412,7.090000000000003
413,11.857044725254537
414,9.339999999999996
415,13.929889454171155
416,8.060000000000002
417,14.397932741874351
418,3.3900000000000006
419,4.750740159294577
420,6.979999999999997
421,10.0061849712101
422,4.169999999999995
423,7.032762537288337
424,10.529999999999994
425,15.367002286241155
426,4.230000000000004
427,4.513646058352244
428,6.499999999999993
429,8.22359629827592
430,13.249999999999993
431,22.454616971788788
432,21.64
433,33.5024586895195
434,11.039999999999992
435,18.46330777669596
436,7.310000000000002
437,14.531774144993042
438,6.699999999999996
439,12.210428450359762
440,3.3799999999999955
441,6.726955342357999
442,7.1499999999999915
443,12.00386964909173
444,12.439999999999998
445,23.12670551942288
446,4.789999999999999
447,6.051343157643483
448,15.760000000000005
449,24.831075227525023
450,12.349999999999994
451,22.735933555342466
452,11.900000000000006
453,21.923353168613804
454,1.2800000000000011
455,1.3524098521741708
456,22.300000000000004
457,35.899993536946745
458,12.160000000000004
459,19.323155980295876
460,19.049999999999997
461,29.707412683047014
462,2.4100000000000037
463,4.131047697706907
464,13.83999999999999
465,22.0987656525645
466,16.89999999999999
467,20.21664920223064
468,11.459999999999994
469,12.17261878243351
470,21.159999999999997
471,28.654597328995983
472,5.330000000000005
473,6.305788155135638
474,5.609999999999999
475,10.773306942717927
476,7.770000000000003
477,12.748592546686513
478,22.900000000000006
479,41.184602620363854
480,25.35
481,39.652479287899055
482,7.6200000000000045
483,14.988325624991944
484,18.429999999999993
485,20.98130151187955
486,12.93
487,25.01605287474188
488,6.920000000000002
489,10.228788321059659
490,9.280000000000001
491,11.076012714510298
492,12.649999999999991
493,14.171683759922027
494,7.6100000000000065
495,12.549868083025242
496,8.190000000000005
497,9.287876242766218
498,5.400000000000006
499,9.223604970136849
500,6.640000000000001
501,9.054551818053573
502,8.75
503,15.501379913948263
504,15.96
505,24.41495735240815
506,13.259999999999991
507,20.64578255740246
508,12.990000000000009
509,13.45892476189694
510,6.670000000000002
511,8.034411464304211
512,2.6899999999999977
513,3.9895355129048107
514,5.1200000000000045
515,7.477287039191785
516,4.479999999999997
517,5.01094660083737
518,7.010000000000005
519,10.91802041022401
520,25.520000000000003
521,33.57677272301093
522,21.14
523,23.99902507564264
524,5.32
525,6.9351124741510555
526,8.170000000000002
527,15.349953375359313
528,4.289999999999999
529,7.283836453715663
530,13.519999999999996
531,23.906833784273303
532,18.049999999999997
533,18.915901534714262
534,13.52000000000001
535,26.81121735104438
536,4.270000000000003
537,5.176386216384193
538,18.83
539,31.986480889147334
540,14.909999999999997
541,15.335309204070171
542,12.170000000000002
543,18.941513949036235
544,14.789999999999992
545,24.088653164764366
546,14.519999999999996
547,21.698358264903447
548,5.920000000000002
549,7.428363063440561
550,16.810000000000002
551,33.146585136386065
552,7.840000000000003
553,8.416165186576416
554,15.209999999999994
555,22.752399238249424
556,9.11
557,10.493190364099659
558,8.399999999999999
559,15.444867873539069
560,17.010000000000005
561,18.722167346439385
562,9.169999999999995
563,11.194104821684911
564,13.170000000000002
565,17.455298817350478
566,16.58
567,26.978902183249996
568,14.760000000000005
569,21.85773038193435
570,7.949999999999996
571,9.26634642507893
572,13.5
573,20.860203099984204
574,10.849999999999994
575,20.630209561550398
576,11.939999999999998
577,12.68905313300448
578,11.379999999999995
579,18.496847188503377
580,18.440000000000005
581,32.65335406021315
582,8.979999999999997
583,17.2366105151687
584,16.929999999999993
585,22.74690333745489
586,6.740000000000002
587,9.71416949009426
588,26.020000000000003
589,31.40655239236601
590,5.880000000000003
591,5.99168222621803
592,5.170000000000002
593,10.056523412525406
594,16.22
595,21.084860050209368
596,20.25
597,31.75585603328942
598,3.270000000000003
599,6.162302417344254
600,8.990000000000002
601,11.20846608990126
602,4.590000000000003
603,6.0475034629906
604,13.269999999999996
605,20.288399423436573
606,25.979999999999997
607,38.61081245332748
608,15.449999999999996
609,29.60727701835672
610,17.659999999999997
611,21.591415197448086
612,8.139999999999993
613,9.925398340071624
614,14.279999999999994
615,27.690995060492824
616,9.059999999999995
617,11.167363817636138
618,16.239999999999995
619,29.155974739617978
620,12.549999999999997
621,24.00726088916625
622,14.289999999999992
623,28.36760644905633
624,6.460000000000001
625,11.869103603901193
626,14.180000000000007
627,18.57666329841862
628,17.939999999999998
629,31.215738763322744
630,3.1500000000000057
631,4.17629549824368
632,13.080000000000005
633,25.649081059438192
634,7.589999999999996
635,10.476886759834759
636,3.4399999999999977
637,6.0947292901656525
638,2.3599999999999994
639,3.676272886923447
640,13.770000000000003
641,22.131923306881585
642,3.6299999999999955
643,4.501730604495854
644,7.579999999999998
645,8.75122037583214
646,4.640000000000001
647,5.506586178911931
648,10.949999999999996
649,18.958627100484705
650,12.670000000000002
651,23.41019334804469
652,7.1499999999999915
653,10.323876557122217
654,8.239999999999995
655,13.829241498933214
656,11.149999999999991
657,13.063851472510777
658,14.440000000000005
659,21.660412627369052
660,12.280000000000001
661,17.392882000120846
662,21.75
663,25.095954413460657
664,4.340000000000003
665,5.5993174605358895
666,7.260000000000005
667,13.350288179599483
668,17.57
669,24.15776629898214
670,17.61999999999999
671,24.277042055009236
672,20.069999999999993
673,20.778192289113466
674,9.540000000000006
675,16.631380882620732
676,3.3400000000000034
677,5.6071795222798
678,19.92
679,35.08128503921639
680,10.689999999999998
681,17.932814848561367
682,14.429999999999993
683,24.70134782554339
684,13.38000000000001
685,23.209636315535114
686,12.720000000000006
687,20.911324521833368
688,6.010000000000005
689,6.717711391650485
690,4.950000000000003
691,7.499855310738749
692,5.009999999999998
693,9.798890851679495
694,14.990000000000009
695,19.440997981530565
696,6.130000000000003
697,6.701246624139934
698,14.550000000000004
699,17.67329899992377
700,8.659999999999997
701,9.567525287286628
702,15.060000000000002
703,22.046178755306432
704,11.22999999999999
705,18.194439515208156
706,6.240000000000002
707,7.824141083831314
708,7.260000000000005
709,11.720654761953035
710,3.8599999999999994
711,4.903858560873811
712,10.96
713,19.14247928960035
714,4.299999999999997
715,8.333530819838042
716,4.8700000000000045
717,9.183155808954206
718,1.720000000000006
719,3.097872622500815
720,8.339999999999996
721,9.399642831986837
722,11.11
723,13.464749040579445
724,7.029999999999987
725,12.961564321497047
726,13.309999999999988
727,20.927688628784896
728,4.159999999999997
729,5.275461376841018
730,13.04
731,13.669630499445635
732,17.880000000000003
733,25.023602439722147
734,7.010000000000005
735,9.067650205652306
736,12.770000000000003
737,19.23164535350666
738,6.25
739,7.928971059133913
740,23.08999999999999
741,29.853085238332937
742,18.0
743,30.284948049000725
744,2.9399999999999977
745,4.636203856027264
746,6.040000000000006
747,8.802085616870997
748,4.939999999999998
749,9.097591170378756
750,10.21
751,13.700254536135244
752,7.789999999999999
753,8.733445320605178
754,16.200000000000003
755,29.969429585438505
756,18.239999999999995
757,31.123524662884023
758,12.989999999999995
759,18.396637030013004
760,9.20000000000001
761,11.740324803493712
762,19.92
763,22.223043197452746
764,15.940000000000005
765,20.55501255841963
766,15.280000000000001
767,15.624134357755459
768,7.439999999999998
769,7.639143232403699
770,11.079999999999998
771,13.24990190285731
772,9.599999999999994
773,13.228351406725054
774,7.910000000000004
775,9.250889769489957
776,9.93
777,12.831791354820949
778,10.519999999999996
779,16.447325548153884
780,18.71
781,25.014944766146108
782,10.230000000000004
783,12.900405155593585
784,8.920000000000002
785,12.763676017332257
786,5.149999999999999
787,7.935929414116424
788,18.180000000000007
789,35.799918000657634
790,6.0
791,11.242775003249198
792,6.169999999999995
793,7.037479625638354
794,4.140000000000001
795,4.4754355313620025
796,5.560000000000002
797,10.200225605617472
798,18.400000000000006
799,35.68094700306344
800,13.879999999999995
801,23.302618333215797
802,2.200000000000003
803,2.35183528725183
804,4.330000000000005
805,7.968006333336509
806,10.68
807,15.147191258665899
808,12.950000000000003
809,19.114095549995756
810,26.819999999999993
811,28.801748052897253
812,16.33
813,26.618388541425485
814,14.759999999999991
815,28.84389068204353
816,5.709999999999994
817,10.358694742021322
818,15.690000000000005
819,28.150686132888872
820,10.399999999999999
821,14.181480254043345
822,18.820000000000007
823,28.834834192156116
824,9.380000000000003
825,10.603587910512223
826,14.289999999999992
827,16.37601192203564
828,2.719999999999999
829,4.103212468861039
830,4.659999999999997
831,8.843974496764801
832,30.640000000000008
833,32.854367777883574
834,3.6599999999999966
835,6.859754768124198
836,2.3599999999999994
837,3.7096724693735954
838,13.810000000000002
839,25.216176394568922
840,11.549999999999997
841,21.66092467659144
842,8.170000000000002
843,13.609500591042304
844,10.850000000000009
845,19.84443470425546
846,9.159999999999997
847,15.251836918611547
848,13.790000000000006
849,15.877025803162176
850,4.149999999999999
851,5.307022232759972
852,6.220000000000006
853,7.658512599372649
854,12.450000000000003
855,17.05807757594441
856,12.82
857,24.63279820993219
858,5.679999999999993
859,8.83134613620898
860,9.669999999999995
861,12.544195068944681
862,15.300000000000011
863,28.772767257453662
864,34.46000000000001
865,42.310749831530394
866,23.14
867,23.195528112204517
868,2.8000000000000043
869,4.387140866964837
870,7.269999999999996
871,7.498153417179947
872,8.739999999999995
873,12.766236570041476
874,8.789999999999992
875,9.225377218351277
876,21.299999999999997
877,41.81257257497896
878,5.520000000000003
879,10.471046898862031
880,9.509999999999998
881,13.611473989714248
882,12.530000000000001
883,23.878284520868757
884,12.589999999999996
885,18.609820980968422
886,9.009999999999998
887,13.83692054281819
888,6.350000000000001
889,12.663500454166844
890,12.430000000000007
891,12.477379365595814
892,12.189999999999998
893,17.904406584899686
894,5.990000000000002
895,6.02882626391897
896,10.219999999999999
897,19.301207574605286
898,7.469999999999999
899,9.401158425444267
900,2.769999999999996
901,4.460648336449416
902,6.5
903,11.179266309851162
904,12.469999999999999
905,12.802412790984166
906,7.77000000000001
907,10.97646250703795
908,7.93
909,10.016117291182084
910,20.050000000000004
911,20.807233119824172
912,4.659999999999997
913,7.717233244829189
914,2.770000000000003
915,2.9014266309210455
916,15.620000000000005
917,16.914520397834476
918,11.680000000000007
919,15.055628613106954
920,19.129999999999995
921,37.05626632576257
922,20.310000000000002
923,39.94084126301253
924,10.299999999999997
925,12.445842132666732
926,33.71
927,35.78865580444524
928,25.940000000000005
929,34.33460494176452
930,12.009999999999991
931,15.825726269280382
932,5.219999999999999
933,7.335715453220466
934,4.200000000000003
935,6.5794575107062165
936,7.459999999999994
937,10.087132490950662
938,4.669999999999995
939,5.19234677222256
940,7.6299999999999955
941,11.7745436541143
942,22.340000000000003
943,35.34214263682405
944,20.93
945,24.192442397013227
946,8.0
947,9.577812840946866
948,5.1200000000000045
949,6.434843310840596
950,12.200000000000003
951,19.95800777160821
952,3.4299999999999997
953,5.298049239389432
954,11.469999999999999
955,18.82718884166986
956,8.519999999999996
957,15.190904776279485
958,6.670000000000002
959,9.818130419861733
960,4.790000000000006
961,6.727052081635909
962,9.689999999999998
963,16.24975433752773
964,20.189999999999998
965,30.497115795397104
966,17.93
967,30.98213886795517
968,12.740000000000002
969,14.870471987935405
970,2.5
971,3.32381938910544
972,8.120000000000005
973,14.537579873153566
974,9.890000000000008
975,13.328988876256682
976,3.5500000000000043
977,3.6378384182611785
978,18.619999999999997
979,30.158472037696455
980,5.769999999999996
981,11.114170848549096
982,9.730000000000004
983,19.270553090958103
984,9.520000000000003
985,16.076203345356788
986,10.25
987,15.607024288608942
988,5.399999999999999
989,8.105377222344321
990,8.300000000000011
991,13.862738854674333
992,6.97999999999999
993,11.848811546894291
994,4.43
995,5.7894863544151525
996,2.259999999999998
997,4.303343895912454
998,6.1399999999999935
999,10.177299010811577
1000,7.980000000000004
1001,11.347276679159016
1002,3.579999999999991
1003,4.704540507881136
1004,7.699999999999996
1005,15.103039883911448
1006,14.829999999999998
1007,29.332114130066905
1008,14.010000000000005
1009,25.12074746206156
1010,9.560000000000002
1011,10.749350915693515
1012,2.1799999999999997
1013,2.6944746944223708
1014,9.550000000000004
1015,13.302578373547739
1016,9.120000000000005
1017,17.43005091007508
1018,5.809999999999995
1019,6.826657794349584
1020,8.71
1021,17.034348360669426
1022,12.159999999999997
1023,23.0818871231643
1024,10.120000000000005
1025,15.594862850893122
1026,12.11
1027,20.085314777705495
1028,12.689999999999998
1029,14.106189543654699
1030,8.479999999999997
1031,16.12353552135763
1032,8.400000000000006
1033,15.99400674557224
1034,7.830000000000005
1035,11.570127101893837
1036,12.719999999999999
1037,21.07991526869542
1038,12.460000000000008
1039,14.182087259863364
1040,3.4099999999999966
1041,6.429693300031238
1042,2.270000000000003
1043,2.7907583843181945
1044,7.699999999999996
1045,7.8295728501689865
1046,13.590000000000003
1047,18.112014832935706
1048,14.179999999999993
1049,14.381676532626939
1050,16.64
1051,18.166910329779565
1052,12.229999999999997
1053,12.723435075516557
1054,5.920000000000002
1055,10.187098166014291
1056,15.210000000000008
1057,23.408842797196204
1058,6.619999999999997
1059,10.276223555924297
1060,16.020000000000003
1061,29.017715073955582
1062,14.170000000000002
1063,19.458875410512597
1064,4.769999999999996
1065,7.195097637495025
1066,7.099999999999994
1067,8.628597828349601
1068,16.440000000000005
1069,23.595022317440854
1070,7.1399999999999935
1071,7.9373639231990465
1072,11.930000000000007
1073,22.660593982877103
1074,25.349999999999994
1075,33.102882505355744
1076,4.419999999999995
1077,7.968376018203756
1078,18.93
1079,32.84002565880091
1080,16.650000000000006
1081,22.05637585825835
1082,7.050000000000004
1083,12.28772980018928
1084,11.389999999999993
1085,18.694226625438375
1086,7.770000000000003
1087,9.479748826373813
1088,5.479999999999997
1089,6.775102548618956
1090,20.310000000000002
1091,34.880467600114144
1092,15.66000000000001
1093,26.48936880592852
1094,14.820000000000007
1095,21.345224931766914
1096,19.97999999999999
1097,25.23339413818925
1098,3.8599999999999994
1099,5.3123166700605315
1100,8.230000000000004
1101,11.658961291664895
1102,10.820000000000007
1103,18.696005291835355
1104,22.010000000000005
1105,37.24816709386419
1106,6.539999999999999
1107,6.605350749900385
1108,2.759999999999998
1109,5.451661987128648
1110,9.060000000000002
1111,11.909347652293174
1112,19.11
1113,28.21568500838495
1114,5.300000000000004
1115,6.494097480328675
1116,5.560000000000002
1117,10.915917693535413
1118,19.17
1119,19.34560782718049
1120,8.449999999999996
1121,16.799695787753937
1122,3.9200000000000017
1123,7.06898770664804
1124,12.88000000000001
1125,15.209349852781415
1126,14.469999999999999
1127,24.199333544968425
1128,9.010000000000005
1129,15.964521343576028
1130,9.059999999999995
1131,9.69167473774257
1132,18.340000000000003
1133,32.10480059952685
1134,28.39999999999999
1135,53.11992715042242
1136,4.769999999999996
1137,6.228770226717369
1138,4.450000000000003
1139,8.300080772999989
1140,11.810000000000002
1141,15.997165731744309
1142,5.950000000000003
1143,8.20180260861617
1144,6.109999999999999
1145,9.51338312102302
1146,2.219999999999999
1147,2.5083668437516504
1148,13.04
1149,21.8290408347022
1150,11.220000000000006
1151,17.469924826355882
1152,7.539999999999999
1153,9.757001529138316
1154,4.82
1155,7.818531166672414
1156,4.079999999999998
1157,8.070939605986357
1158,6.710000000000001
1159,12.926294542364737
1160,26.980000000000004
1161,30.321428705517814
1162,8.490000000000002
1163,10.155821085473196
1164,12.330000000000005
1165,16.87941629254093
1166,10.989999999999995
1167,16.02996338826356
1168,7.189999999999998
1169,8.706163576921627
1170,3.489999999999995
1171,3.9915168061691957
1172,14.5
1173,17.65182173028262
1174,9.369999999999997
1175,18.303373445774863
1176,7.25
1177,9.564359137810802
1178,8.86
1179,15.235447675358468
1180,13.719999999999999
1181,21.8360916594749
1182,10.949999999999996
1183,14.574540058949006
1184,8.129999999999995
1185,13.021985878002688
1186,30.810000000000002
1187,55.98648142033784
1188,16.21
1189,19.265987770667092
1190,17.29
1191,29.469187523447232
1192,7.760000000000005
1193,14.309035172048993
1194,10.400000000000006
1195,14.838434608755941
1196,10.630000000000003
1197,10.70190654877398
1198,10.530000000000001
1199,12.234104830111818
1200,2.3900000000000006
1201,3.8714222809374026
1202,15.930000000000007
1203,17.89945235453512
1204,12.929999999999993
1205,17.833909490765528
1206,11.120000000000005
1207,16.830116949709446
1208,9.719999999999999
1209,14.458018283389759
1210,9.850000000000009
1211,17.320120751739488
1212,1.8499999999999943
1213,3.296598745626306
1214,8.43
1215,9.454517952829308
1216,11.659999999999997
1217,22.999544858374474
1218,5.849999999999994
1219,9.560600770045085
1220,19.61
1221,26.353650136780942
1222,2.789999999999999
1223,3.3150124113418076
1224,11.970000000000006
1225,18.766309875790135
1226,6.819999999999993
1227,9.895458466323081
1228,3.1799999999999997
1229,3.745892097690453
1230,9.919999999999995
1231,11.305618922892027
1232,9.11
1233,16.292841258739454
1234,8.809999999999995
1235,10.867177684757296
1236,14.800000000000004
1237,19.459801946303312
1238,7.5
1239,13.560440175522272
1240,18.120000000000005
1241,24.6138884150515
1242,11.649999999999999
1243,15.072416052788943
1244,8.97999999999999
1245,14.015188147138874
1246,8.619999999999997
1247,16.044926225009537
1248,3.9199999999999946
1249,5.304112692974009
1250,5.68
1251,10.919943475994124
1252,16.89999999999999
1253,22.077190432361427
1254,7.000000000000007
1255,12.369935839522437
1256,13.700000000000003
1257,17.607007702096094
1258,5.649999999999999
1259,7.234320711131634
1260,10.669999999999987
1261,12.60940277398444
1262,8.049999999999997
1263,14.351379930563347
1264,4.030000000000001
1265,5.3529746816786465
1266,8.199999999999996
1267,12.39805511530874
1268,2.1300000000000026
1269,3.5866842593298944
1270,16.019999999999996
1271,25.639805692675388
1272,11.71
1273,19.506507302742417
1274,12.879999999999995
1275,16.928785506962456
1276,9.189999999999998
1277,17.40872532486274
1278,12.420000000000002
1279,17.20320723766395
1280,3.1300000000000026
1281,3.541424815906151
1282,5.089999999999996
1283,6.043728194525952
1284,3.190000000000005
1285,3.9196562017953123
1286,20.510000000000005
1287,35.66152993480077
1288,5.660000000000004
1289,7.552476081472503
1290,7.1200000000000045
1291,8.98142619358943
1292,4.269999999999996
1293,5.0979024352146
1294,11.209999999999994
1295,11.588066410387958
1296,12.239999999999995
1297,14.051650954746068
1298,8.639999999999993
1299,10.126202024775205
1300,7.399999999999999
1301,10.423133427462128
1302,8.829999999999998
1303,15.756155120245028
1304,4.049999999999997
1305,6.110811316918377
1306,15.090000000000003
1307,18.511842279074628
1308,9.57
1309,12.147755081778538
1310,14.269999999999996
1311,16.73533021071731
1312,21.269999999999996
1313,26.250884790126
1314,7.479999999999997
1315,7.839085426398003
1316,14.160000000000004
1317,16.257088470554066
1318,9.100000000000009
1319,15.712247767658562
1320,14.579999999999991
1321,21.76390005406915
1322,5.450000000000003
1323,6.888230270385461
1324,6.75
1325,10.662233020960038
1326,9.130000000000003
1327,11.37000876672094
1328,4.32
1329,4.86886128310129
1330,6.929999999999993
1331,10.331071320919003
1332,15.439999999999998
1333,15.83968983886883
1334,20.03
1335,39.85236721305848
1336,23.67
1337,41.5114562755594
1338,8.760000000000005
1339,10.810163206868308
1340,20.78
1341,24.25396389040719
1342,13.390000000000008
1343,16.80525419389825
1344,3.960000000000001
1345,6.039215411572886
1346,32.64
1347,41.9462278690537
1348,15.740000000000002
1349,17.662044970738265
1350,8.710000000000008
1351,9.858330796623678
1352,22.659999999999997
1353,27.634639348773963
1354,6.5
1355,7.490109920236227
1356,15.970000000000006
1357,17.14044028452573
1358,5.660000000000004
1359,9.320484493736013
1360,8.29
1361,10.579847970285178
1362,13.549999999999997
1363,23.338896405580304
1364,9.38000000000001
1365,15.485318539106292
1366,12.489999999999995
1367,13.961624584349192
1368,6.169999999999995
1369,10.405243989000331
1370,15.0
1371,22.924658131630398
1372,11.890000000000008
1373,17.728239480268837
1374,3.1799999999999997
1375,3.2254990586938095
1376,12.29999999999999
1377,21.749826472297006
1378,9.469999999999999
1379,9.593415375634319
1380,8.89
1381,11.860023578882263
1382,5.25
1383,10.10614733185755
1384,9.339999999999996
1385,9.713850560587801
1386,19.0
1387,24.535588374875747
1388,7.539999999999999
